-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 8.62069e-06 8.40241e-06
-3.975 4.31034e-05 3.42123e-05
-3.925 5.17241e-05 4.24082e-05
-3.875 0.000224138 0.000158067
-3.825 0.000155172 0.000104093
-3.775 0.000344828 0.000284091
-3.725 0.000784483 0.000479744
-3.675 0.000939655 0.000428523
-3.625 0.00123276 0.000372245
-3.575 0.00218966 0.000550794
-3.525 0.00209483 0.000450141
-3.475 0.00234483 0.000568626
-3.425 0.00305172 0.000500609
-3.375 0.00473276 0.000572543
-3.325 0.00524138 0.000657595
-3.275 0.00739655 0.000826229
-3.225 0.00910345 0.00115025
-3.175 0.0113362 0.00124448
-3.125 0.0152672 0.00173229
-3.075 0.0175345 0.00173416
-3.025 0.0195 0.00207234
-2.975 0.0222414 0.00167969
-2.925 0.0270517 0.00159652
-2.875 0.0322414 0.00167991
-2.825 0.0368362 0.00227992
-2.775 0.042319 0.00206916
-2.725 0.0496466 0.00264866
-2.675 0.056 0.00281599
-2.625 0.0617931 0.00301792
-2.575 0.0697155 0.00324606
-2.525 0.0758276 0.00300182
-2.475 0.0845431 0.00335307
-2.425 0.0928793 0.00403999
-2.375 0.100509 0.00400862
-2.325 0.110983 0.0038525
-2.275 0.120612 0.00393624
-2.225 0.128569 0.00366182
-2.175 0.134009 0.00360641
-2.125 0.14069 0.00391347
-2.075 0.147741 0.00364079
-2.025 0.151914 0.00450744
-1.975 0.160034 0.0050131
-1.925 0.169121 0.00513922
-1.875 0.17781 0.00491745
-1.825 0.180526 0.0051873
-1.775 0.187164 0.005373
-1.725 0.192353 0.00588313
-1.675 0.198595 0.00570333
-1.625 0.197112 0.00550908
-1.575 0.201741 0.00509768
-1.525 0.205647 0.00415685
-1.475 0.207172 0.00448217
-1.425 0.217009 0.00425014
-1.375 0.218147 0.00420058
-1.325 0.221871 0.00447094
-1.275 0.220147 0.00543745
-1.225 0.220526 0.00506087
-1.175 0.217586 0.00469801
-1.125 0.217198 0.00492821
-1.075 0.214759 0.00353842
-1.025 0.214629 0.00477766
-0.975 0.217991 0.00462092
-0.925 0.21656 0.00418665
-0.875 0.214724 0.00445419
-0.825 0.216129 0.00470807
-0.775 0.213586 0.00383861
-0.725 0.211431 0.00494093
-0.675 0.212302 0.00513983
-0.625 0.214845 0.00404381
-0.575 0.208784 0.00399925
-0.525 0.206647 0.00410586
-0.475 0.204793 0.00348273
-0.425 0.203172 0.00379758
-0.375 0.200517 0.00278118
-0.325 0.20719 0.00374767
-0.275 0.209112 0.0047186
-0.225 0.210767 0.00336892
-0.175 0.209086 0.00329358
-0.125 0.203845 0.00393618
-0.075 0.205216 0.0045673
-0.025 0.205879 0.0045505
0.025 0.200569 0.00433653
0.075 0.204328 0.00370691
0.125 0.206233 0.00380916
0.175 0.212164 0.00345081
0.225 0.212267 0.00319555
0.275 0.213241 0.00435036
0.325 0.213112 0.00483575
0.375 0.209526 0.00395807
0.425 0.206543 0.0051472
0.475 0.203078 0.00488079
0.525 0.201586 0.00424321
0.575 0.206164 0.00463971
0.625 0.208121 0.00448478
0.675 0.20856 0.00495577
0.725 0.207259 0.00435924
0.775 0.204009 0.00426509
0.825 0.206776 0.00380193
0.875 0.211293 0.00395468
0.925 0.213819 0.00499001
0.975 0.218121 0.00472645
1.025 0.218793 0.00470499
1.075 0.224164 0.00562546
1.125 0.222534 0.00686218
1.175 0.221448 0.00542067
1.225 0.218741 0.00451588
1.275 0.213552 0.00345651
1.325 0.209897 0.00393875
1.375 0.208009 0.00512941
1.425 0.207103 0.00432662
1.475 0.208112 0.00457348
1.525 0.208483 0.00446875
1.575 0.203043 0.00537431
1.625 0.204871 0.00411377
1.675 0.198629 0.00344831
1.725 0.194379 0.00309955
1.775 0.186595 0.00354431
1.825 0.180647 0.00442652
1.875 0.177009 0.00514145
1.925 0.171276 0.00542699
1.975 0.164284 0.00510711
2.025 0.15944 0.00543635
2.075 0.148802 0.00470335
2.125 0.136293 0.00400153
2.175 0.133707 0.00360659
2.225 0.126767 0.00381979
2.275 0.117741 0.00395196
2.325 0.105991 0.00401246
2.375 0.098819 0.00308501
2.425 0.0912414 0.00336654
2.475 0.0849569 0.00348534
2.525 0.0768448 0.00348359
2.575 0.0684655 0.00380032
2.625 0.0638448 0.00382598
2.675 0.0567241 0.00320773
2.725 0.0491724 0.00255596
2.775 0.0448534 0.00239256
2.825 0.0380172 0.00238379
2.875 0.0314828 0.00241574
2.925 0.02575 0.0021369
2.975 0.0212931 0.00187743
3.025 0.0176897 0.00184267
3.075 0.0141293 0.00152503
3.125 0.011569 0.00117329
3.175 0.0105948 0.00108089
3.225 0.00848276 0.000995277
3.275 0.00714655 0.000891271
3.325 0.00612069 0.000997656
3.375 0.00374138 0.000713604
3.425 0.00234483 0.000589922
3.475 0.00196552 0.000595689
3.525 0.00185345 0.000589478
3.575 0.00185345 0.000543702
3.625 0.00115517 0.000392994
3.675 0.00062069 0.000234635
3.725 0.000362069 0.000192726
3.775 0.000103448 7.35542e-05
3.825 4.31034e-05 3.42123e-05
3.875 8.62069e-06 8.40241e-06
3.925 2.58621e-05 2.52072e-05
3.975 7.75862e-05 7.56217e-05
4.025 0.000112069 0.000109231
4.075 3.44828e-05 3.36096e-05
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
