0.500114	0
0.499899	0.000152162
0.499978	0.000120237
0.499849	0.000143766
0.499818	0.000118295
0.499891	0.000119088
0.499936	0.000110088
0.500008	0.000117924
0.500008	0.000104823
0.500018	9.47919e-05
0.499961	0.000101662
0.499976	9.42357e-05
0.499953	8.97228e-05
0.49993	8.61359e-05
0.499919	8.11461e-05
0.499933	7.72753e-05
0.499974	8.28462e-05
0.499963	7.89054e-05
0.499977	7.60134e-05
0.499961	7.39631e-05
0.499963	7.04812e-05
0.499964	6.72819e-05
0.499975	6.53223e-05
0.499997	6.61323e-05
0.500016	6.61531e-05
0.50002	6.37452e-05
0.500019	6.14151e-05
0.500037	6.1861e-05
0.500035	5.97439e-05
0.50004	5.79678e-05
0.500036	5.62849e-05
0.500037	5.45422e-05
0.50005	5.4398e-05
0.500054	5.29561e-05
0.500053	5.14528e-05
0.500057	5.01842e-05
0.500063	4.91407e-05
0.500068	4.81135e-05
0.500061	4.73784e-05
0.500065	4.64017e-05
0.500073	4.58969e-05
0.500084	4.6032e-05
0.500084	4.4962e-05
0.500088	4.41192e-05
0.500077	4.44158e-05
0.500069	4.42658e-05
0.500064	4.3618e-05
0.500055	4.35613e-05
0.500046	4.36632e-05
0.500045	4.27982e-05
0.500038	4.24724e-05
0.500046	4.24671e-05
0.500047	4.16769e-05
0.500044	4.10751e-05
0.500047	4.04791e-05
0.500043	3.99795e-05
0.50004	3.93986e-05
0.500036	3.88623e-05
0.50003	3.87918e-05
0.500029	3.81461e-05
0.500031	3.7552e-05
0.500034	3.70608e-05
0.500032	3.65365e-05
0.500023	3.69968e-05
0.500025	3.64626e-05
0.500029	3.62082e-05
0.500026	3.5858e-05
0.500028	3.54063e-05
0.500024	3.51106e-05
0.500024	3.46094e-05
0.500032	3.50555e-05
0.500031	3.45882e-05
0.500036	3.44835e-05
0.500037	3.40574e-05
0.500046	3.47448e-05
0.500044	3.43463e-05
0.500041	3.40731e-05
0.500038	3.37882e-05
0.500038	3.33606e-05
0.500033	3.33187e-05
0.500035	3.30157e-05
0.500032	3.27662e-05
0.500028	3.26115e-05
0.500025	3.23627e-05
0.500029	3.22217e-05
0.500032	3.19485e-05
0.500039	3.22911e-05
0.500038	3.19315e-05
0.500031	3.23685e-05
0.500032	3.20276e-05
0.500032	3.16759e-05
0.500031	3.1338e-05
0.500026	3.14184e-05
0.500026	3.10858e-05
0.500025	3.07942e-05
0.500024	3.04957e-05
0.500021	3.02642e-05
0.500022	2.99716e-05
0.500021	2.97109e-05
0.500021	2.94255e-05
