-4.04384e-05 0
-7.23103e-05 2.25369e-05
-8.36245e-05 1.76374e-05
-6.61389e-05 2.0107e-05
-4.50432e-05 2.47945e-05
-4.61992e-05 2.0689e-05
-3.35487e-05 2.1252e-05
-3.3881e-05 1.85981e-05
-1.80074e-05 2.22996e-05
-3.16939e-05 2.39035e-05
-2.72217e-05 2.21448e-05
-2.23696e-05 2.08242e-05
-3.38618e-05 2.21677e-05
-3.44548e-05 2.05923e-05
-3.02906e-05 1.9636e-05
-2.72858e-05 1.86372e-05
-2.96313e-05 1.76879e-05
-2.32289e-05 1.78263e-05
-2.51788e-05 1.69944e-05
-2.65628e-05 1.62009e-05
-3.31577e-05 1.6718e-05
-2.74191e-05 1.69143e-05
-2.26673e-05 1.68332e-05
-2.0005e-05 1.63409e-05
-1.91269e-05 1.57109e-05
-1.49842e-05 1.56433e-05
-1.35834e-05 1.51265e-05
-1.23412e-05 1.46372e-05
-1.28727e-05 1.41421e-05
-1.22013e-05 1.36866e-05
-8.81045e-06 1.36587e-05
-1.10738e-05 1.34181e-05
-1.25427e-05 1.30916e-05
-1.05474e-05 1.28577e-05
-9.85381e-06 1.25091e-05
-7.45316e-06 1.23898e-05
-6.28728e-06 1.21097e-05
-9.30358e-06 1.21608e-05
-7.6571e-06 1.196e-05
-4.82294e-06 1.19921e-05
-4.61849e-06 1.17013e-05
-3.42275e-06 1.14837e-05
-2.27579e-06 1.12737e-05
-1.46914e-07 1.12167e-05
1.90112e-07 1.09725e-05
1.17762e-06 1.07783e-05
4.72261e-06 1.11167e-05
4.57162e-06 1.08861e-05
5.33998e-06 1.0691e-05
5.57393e-06 1.04798e-05
7.91428e-06 1.05324e-05
9.67311e-06 1.04757e-05
8.33867e-06 1.03626e-05
9.5835e-06 1.02452e-05
8.60886e-06 1.01052e-05
8.72836e-06 9.92547e-06
9.4969e-06 9.78105e-06
1.05453e-05 9.66844e-06
1.04004e-05 9.50565e-06
1.01978e-05 9.34938e-06
9.18744e-06 9.25055e-06
8.13117e-06 9.16145e-06
7.74285e-06 9.02426e-06
7.9137e-06 8.88487e-06
7.28988e-06 8.77005e-06
6.34792e-06 8.68761e-06
5.99787e-06 8.56499e-06
5.8539e-06 8.44025e-06
5.53895e-06 8.3238e-06
7.74695e-06 8.49269e-06
7.31138e-06 8.38424e-06
6.1481e-06 8.3481e-06
5.85716e-06 8.23881e-06
5.75786e-06 8.12807e-06
6.20608e-06 8.03205e-06
5.94833e-06 7.9305e-06
5.62122e-06 7.83425e-06
6.46923e-06 7.77957e-06
6.45072e-06 7.68112e-06
6.46205e-06 7.58511e-06
5.14664e-06 7.60467e-06
4.54659e-06 7.53557e-06
5.28527e-06 7.4809e-06
4.1653e-06 7.4752e-06
3.60871e-06 7.40795e-06
2.81103e-06 7.36463e-06
2.95129e-06 7.28132e-06
2.79123e-06 7.20033e-06
2.23066e-06 7.14122e-06
1.37597e-06 7.11284e-06
2.29787e-06 7.09417e-06
2.28799e-06 7.01706e-06
1.07795e-06 7.04517e-06
-8.1733e-08 7.06502e-06
2.00379e-07 6.99628e-06
-1.14172e-06 7.05096e-06
-7.19592e-07 6.99089e-06
-7.84461e-08 6.94889e-06
-8.30626e-07 6.91929e-06
1.45249e-07 6.91857e-06
