0,0
1,0
1.41746,0.123369
1.73044,0.210192
1.99185,0.297315
2.22189,0.384962
2.4325,0.474943
2.64248,0.572003
2.83287,0.663212
3.00046,0.75182
3.17004,0.842419
3.3234,0.929574
3.47973,1.01363
3.6254,1.10622
3.75972,1.18713
3.89193,1.28397
4.02062,1.36598
4.14656,1.45134
4.26849,1.53265
4.39584,1.63117
4.50242,1.72278
4.61197,1.82051
4.71266,1.90503
4.81817,1.99822
4.92182,2.06481
5.02924,2.15495
5.12578,2.23566
5.22267,2.31716
5.30722,2.39758
5.39276,2.47138
5.47845,2.55119
5.56396,2.6324
5.64901,2.72748
5.72513,2.80759
5.80665,2.87578
5.89145,2.96706
5.97588,3.06397
6.05544,3.15512
6.14808,3.26408
6.23782,3.34466
6.32448,3.43183
6.39499,3.49737
6.46107,3.58774
6.54047,3.66698
6.61611,3.74088
6.70014,3.85005
6.77131,3.93797
6.84641,4.02878
6.91752,4.1418
6.98412,4.22779
7.05851,4.3102
7.12397,4.39995
7.18936,4.48236
7.25869,4.58011
7.32714,4.68604
7.3907,4.77555
7.45027,4.84143
7.513,4.9194
7.57302,5.00984
7.62494,5.04858
7.68091,5.10628
7.75079,5.19327
7.81479,5.26723
7.88353,5.3541
7.94842,5.4743
8.00504,5.53627
8.06501,5.6173
8.13159,5.70818
8.18873,5.79537
8.2601,5.90346
8.32383,5.98195
8.39014,6.08368
8.44563,6.14129
8.49916,6.2426
8.55809,6.32474
8.61932,6.41535
8.67182,6.50668
8.73163,6.62825
8.78883,6.71236
8.84763,6.77183
8.90751,6.86206
8.96355,6.94456
9.02837,7.03511
9.07797,7.10701
9.13668,7.20039
9.19387,7.293
9.24647,7.35289
9.29664,7.41519
9.36346,7.50333
9.42276,7.61934
9.46465,7.68732
9.5266,7.80296
9.58189,7.89862
9.63275,8.02027
9.68074,8.10123
9.72822,8.15893
9.78149,8.25458
9.82359,8.34034
9.87534,8.43901
9.92727,8.53153
